ID, Target Pressure (Bar)
0,0.7604392404167157
1,0.7284444769288827
2,0.6964497134410503
3,0.7045500849024355
4,0.6725553214146026
5,0.6405605579267701
6,0.6486609293881552
7,0.6166661659003223
8,0.5846714024124898
9,0.9701990691312243
10,0.9382043056433913
11,0.9062095421555589
12,0.9143099136169441
13,0.8823151501291111
14,0.8503203866412787
15,0.8584207581026639
16,0.8264259946148309
17,0.7944312311269990
18,0.9556319064258678
19,0.9236371429380348
20,0.8916423794502029
21,0.7738291087313123
22,0.6772415366021155
23,0.5806539644729194
24,0.5811835865085994
25,0.5491888230207664
26,0.5171940595329344
27,0.1152522078216727
28,-0.0191546743960769
29,-0.1535615566138262
30,0.0291207815048093
31,-0.1052861007129403
32,-0.2396929829306896
33,-0.0570106448120540
34,-0.1914175270298037
35,-0.3258244092475530
36,0.4997681278786290
37,0.3653612456608794
38,0.2309543634431301
39,0.4136367015617657
40,0.2792298193440160
41,0.1448229371262668
42,0.3275052752449022
43,0.1930983930271526
44,0.0586915108094034
45,0.3978229195020483
46,0.2634160372842991
47,0.1290091550665494
48,0.0111958843476593
49,-0.1156339585841203
50,-0.2424638015159004
51,-0.0371099420203865
52,-0.1715168242381357
53,-0.3059237064558854
54,0.2257720763380922
55,0.0913651941203425
56,-0.0430416880974067
57,0.2404482193631726
58,0.1060413371454229
59,-0.0283655450723263
60,0.2551243623882531
61,0.1207174801705033
62,-0.0136894020472458
63,0.7850440877374962
64,0.6506372055197470
65,0.5162303233019973
66,0.7997202307625768
67,0.6653133485448275
68,0.5309064663270778
69,0.8143963737876567
70,0.6799894915699078
71,0.5455826093521582
72,0.5957208336896911
73,0.4613139514719423
74,0.3269070692541927
75,0.2090937985353021
76,0.1830715249454667
77,0.1570492513556304
78,0.3624031108511448
79,0.2279962286333952
80,0.0935893464156455
81,0.0570016182213204
82,-0.0205096424798079
83,-0.0980209031809371
84,-0.0190490511613486
85,-0.0965603118624769
86,-0.1740715725636062
87,-0.0950997205440176
88,-0.1726109812451460
89,-0.2501222419462752
90,0.4852065611138885
91,0.4076953004127601
92,0.3301840397116309
93,0.4091558917312195
94,0.3316446310300911
95,0.2541333703289619
96,0.3331052223485504
97,0.2555939616474221
98,0.1780827009462929
99,0.3614168413195020
100,0.2839055806183737
101,0.2063943199172444
102,0.0885810491983534
103,-0.0281680367992314
104,-0.1449171227968171
105,-0.0533545063345431
106,-0.1308657670356723
107,-0.2083770277368016
108,0.4193718054874467
109,0.3646187933929657
110,0.3098657812984851
111,0.3937249207757496
112,0.3389719086812686
113,0.2842188965867880
114,0.3680780360640525
115,0.3133250239695715
116,0.2585720118750909
117,0.6291316342019553
118,0.5743786221074743
119,0.5196256100129937
120,0.6034847494902582
121,0.5487317373957772
122,0.4939787253012966
123,0.5778378647785611
124,0.5230848526840801
125,0.4683318405895995
126,0.6145644714965987
127,0.5598114594021181
128,0.5050584473076369
129,0.3872451765887468
130,0.3208998752621335
131,0.2545545739355197
132,0.3006006931844963
133,0.2458476810900158
134,0.1910946689955347
135,0.2604497023354766
136,0.1260428201177269
137,-0.0083640621000223
138,0.2247220606895851
139,0.0903151784718355
140,-0.0440917037459138
141,0.1889944190436937
142,0.0545875368259440
143,-0.0798193453918052
144,0.7323436680636568
145,0.5979367858459076
146,0.4635299036281579
147,0.6966160264177653
148,0.5622091442000162
149,0.4278022619822666
150,0.6608883847718738
151,0.5264815025541246
152,0.3920746203363750
153,0.5867094368514638
154,0.4523025546337146
155,0.3178956724159649
156,0.2000824016970749
157,0.1236563434362672
158,0.0472302851754590
159,0.2525841446709729
160,0.1181772624532237
161,-0.0162296197645260
162,0.1094937527365069
163,0.0206033677320536
164,-0.0682870172723993
165,0.0636853541564210
166,-0.0252050308480323
167,-0.1140954158524852
168,0.0178769555763352
169,-0.0710134294281181
170,-0.1599038144325710
171,0.7998328326427471
172,0.7109424476382937
173,0.6220520626338408
174,0.7540244340626612
175,0.6651340490582078
176,0.5762436640537549
177,0.7082160354825753
178,0.6193256504781220
179,0.5304352654736691
180,0.5449760443415245
181,0.4560856593370717
182,0.3671952743326183
183,0.2493820036137282
184,0.1628751884187261
185,0.0763683732237236
186,0.1906892382926448
187,0.1017988532881919
188,0.0129084682837386
189,0.0142683674741949
190,-0.1201385147435539
191,-0.2545453969613036
192,0.0289445104992753
193,-0.1054623717184735
194,-0.2398692539362232
195,0.0436206535243557
196,-0.0907862286933930
197,-0.2251931109111427
198,0.4424733103667630
199,0.3080664281490142
200,0.1736595459312645
201,0.4571494533918433
202,0.3227425711740946
203,0.1883356889563448
204,0.4718255964169238
205,0.3374187141991750
206,0.2030118319814254
207,0.3186835905723761
208,0.1842767083546273
209,0.0498698261368776
210,-0.0679434445820134
211,-0.0939657181718488
212,-0.1199879917616851
213,0.0853658677338298
214,-0.0490410144839200
215,-0.1834478967016696
216,0.1337020746017016
217,0.1244655597205178
218,0.1152290448393331
219,0.0576514052190327
220,0.0484148903378488
221,0.0391783754566641
222,-0.0183992641636364
223,-0.0276357790448202
224,-0.0368722939260049
225,0.3434619033162102
226,0.3342253884350264
227,0.3249888735538417
228,0.2674112339335413
229,0.2581747190523574
230,0.2489382041711727
231,0.1913605645508722
232,0.1821240496696884
233,0.1728875347885037
234,0.3288947406108542
235,0.3196582257296704
236,0.3104217108484857
237,0.1926084401295955
238,0.0758593541320098
239,-0.0408897318655759
240,-0.0858766070431918
241,-0.0951131219243757
242,-0.1043496368055604
243,0.4253739468103426
244,0.2909670645925929
245,0.1565601823748436
246,0.4602116037038118
247,0.3258047214860621
248,0.1913978392683128
249,0.4950492605972809
250,0.3606423783795313
251,0.2262354961617821
252,1.0283349810453588
253,0.8939280988276095
254,0.7595212166098599
255,1.0631726379388280
256,0.9287657557210787
257,0.7943588735033291
258,1.0980102948322972
259,0.9636034126145478
260,0.8291965303967983
261,0.8171672155797483
262,0.6827603333619990
263,0.5483534511442494
264,0.4305401804253592
265,0.4246794207039122
266,0.4188186609824647
267,0.6241725204779787
268,0.4897656382602295
269,0.3553587560424798
270,-0.1545310800219176
271,-0.2206632164197219
272,-0.2867953528175270
273,-0.2003394786020030
274,-0.2664716149998073
275,-0.3326037513976124
276,-0.2461478771820889
277,-0.3122800135798932
278,-0.3784121499776983
279,0.5794970227199346
280,0.5133648863221304
281,0.4472327499243253
282,0.5336886241398487
283,0.4675564877420445
284,0.4014243513442394
285,0.4878802255597630
286,0.4217480891619587
287,0.3556159527641535
288,0.3027957230009065
289,0.2366635866031022
290,0.1705314502052971
291,0.0527181794864061
292,-0.0337886357085956
293,-0.1202954509035981
294,-0.0514910830479728
295,-0.1176232194457779
296,-0.1837553558435830
297,0.4716258815362031
298,0.4623893666550184
299,0.4531528517738341
300,0.4963827814954779
301,0.4871462666142932
302,0.4779097517331089
303,0.5211396814547528
304,0.5119031665735680
305,0.5026666516923838
306,0.8124527787575484
307,0.8032162638763640
308,0.7939797489951792
309,0.8372096787168231
310,0.8279731638356389
311,0.8187366489544541
312,0.8619665786760979
313,0.8527300637949138
314,0.8434935489137290
315,0.7323520817987730
316,0.7231155669175887
317,0.7138790520364040
318,0.5960657813175144
319,0.5801242646618725
320,0.5641827480062307
321,0.5191958728286141
322,0.5099593579474303
323,0.5007228430662456
324,-0.0336904308140143
325,-0.1225808158184667
326,-0.2114712008229200
327,0.0011472260794549
328,-0.0877431589249975
329,-0.1766335439294508
330,0.0359848829729241
331,-0.0529055020315283
332,-0.1417958870359816
333,0.7003376719278371
334,0.6114472869233847
335,0.5225569019189314
336,0.7351753288213063
337,0.6462849438168539
338,0.5573945588124006
339,0.7700129857147755
340,0.6811226007103230
341,0.5922322157058698
342,0.4236363722088095
343,0.3347459872043570
344,0.2458556021999038
345,0.1280423314810126
346,0.1221815717595660
347,0.1163208120381186
348,0.2306416771070406
349,0.1417512921025874
350,0.0528609070981341
351,0.5110422866325643
352,0.4449101502347592
353,0.3787780138369545
354,0.4349916172498953
355,0.3688594808520902
356,0.3027273444542855
357,0.3589409478672263
358,0.2928088114694212
359,0.2266766750716165
360,0.8955582066895209
361,0.8294260702917158
362,0.7632939338939111
363,0.8195075373068521
364,0.7533754009090468
365,0.6872432645112420
366,0.7434568679241829
367,0.6773247315263777
368,0.6111925951285730
369,0.7936129983129401
370,0.7274808619151354
371,0.6613487255173301
372,0.5435354547984402
373,0.4267863688008550
374,0.3100372828032693
375,0.3788416506588941
376,0.3127095142610894
377,0.2465773778632843
378,0.2150979088187968
379,0.0693119022977230
380,-0.0764741042233503
381,0.2398548087780715
382,0.0940688022569978
383,-0.0517172042640755
384,0.2646117087373464
385,0.1188257022162726
386,-0.0269603043048007
387,0.8617479658894249
388,0.7159619593683511
389,0.5701759528472777
390,0.8865048658486998
391,0.7407188593276259
392,0.5949328528065526
393,0.9112617658079747
394,0.7654757592869008
395,0.6196897527658275
396,0.6287356890060085
397,0.4829496824849352
398,0.3371636759638615
399,0.2193504052449714
400,0.2034088885893299
401,0.1874673719336881
402,0.4155794800358501
403,0.2697934735147768
404,0.1240074669937031
405,0.1187065927999201
406,0.0298162077954668
407,-0.0590741772089861
408,0.1132212219566118
409,0.0243308369521584
410,-0.0645595480522944
411,0.1077358511133035
412,0.0188454661088501
413,-0.0700449188956027
414,0.3721554443500404
415,0.2832650593455875
416,0.1943746743411342
417,0.3666700735067321
418,0.2777796885022792
419,0.1888893034978258
420,0.3611847026634238
421,0.2722943176589709
422,0.1834039326545176
423,0.3357437702268778
424,0.2468533852224249
425,0.1579630002179716
426,0.0401497294990816
427,-0.0060340579591430
428,-0.0522178454173681
429,0.0621030196515532
430,-0.0267873653528997
431,-0.1156777503573530
432,0.1134027168719227
433,0.0927870776874147
434,0.0721714385029059
435,0.0978365890944199
436,0.0772209499099120
437,0.0566053107254032
438,0.0822704613169172
439,0.0616548221324093
440,0.0410391829479005
441,0.4979186369288781
442,0.4773029977443702
443,0.4566873585598614
444,0.4823525091513754
445,0.4617368699668676
446,0.4411212307823588
447,0.4667863813738726
448,0.4461707421893648
449,0.4255551030048560
450,0.3959734285522977
451,0.3753577893677899
452,0.3547421501832810
453,0.2369288794643900
454,0.1806643350719715
455,0.1243997906795521
456,0.1021711641085852
457,0.0815555249240764
458,0.0609398857395676
459,-0.1320714935791471
460,-0.1754453813703032
461,-0.2188192691614602
462,-0.1476376213566498
463,-0.1910115091478059
464,-0.2343853969389629
465,-0.1632037491341525
466,-0.2065776369253086
467,-0.2499515247164656
468,0.3835114949846457
469,0.3401376071934895
470,0.2967637194023326
471,0.3679453672071430
472,0.3245714794159869
473,0.2811975916248299
474,0.3523792394296403
475,0.3090053516384842
476,0.2656314638473273
477,0.2160327523546471
478,0.1726588645634910
479,0.1292849767723341
480,0.0114717060534431
481,-0.0447928383389755
482,-0.1010573827313949
483,-0.0777695120890655
484,-0.1211433998802224
485,-0.1645172876713794
486,0.3975147990252976
487,0.3655200355374653
488,0.3335252720496323
489,0.3920294281819888
490,0.3600346646941569
491,0.3280399012063240
492,0.3865440573386805
493,0.3545492938508490
494,0.3225545303630161
495,1.0004758332603134
496,0.9684810697724813
497,0.9364863062846485
498,0.9949904624170052
499,0.9629956989291730
500,0.9310009354413402
501,0.9895050915736969
502,0.9575103280858648
503,0.9255155645980320
504,0.7893080677947033
505,0.7573133043068716
506,0.7253185408190388
507,0.6075052701001485
508,0.5613214826419235
509,0.5151376951836985
510,0.5156673172193784
511,0.4836725537315465
512,0.4516777902437136
513,-0.2014620235956108
514,-0.2562150356900919
515,-0.3109680477845725
516,-0.2271089083073079
517,-0.2818619204017890
518,-0.3366149324962696
519,-0.2527557930190050
520,-0.3075088051134861
521,-0.3622618172079667
522,0.4888770563106293
523,0.4341240442161486
524,0.3793710321216676
525,0.4632301715989322
526,0.4084771595044515
527,0.3537241474099705
528,0.4375832868872351
529,0.3828302747927544
530,0.3280772626982734
531,0.2340202680094063
532,0.1792672559149258
533,0.1245142438204447
534,0.0067009731015545
535,-0.0596443282250588
536,-0.1259896295516726
537,-0.0799435103026959
538,-0.1346965223971765
539,-0.1894495344916575
540,-0.2013012486857872
541,-0.2332960121736192
542,-0.2652907756614521
543,-0.1664635917923180
544,-0.1984583552801500
545,-0.2304531187679829
546,-0.1316259348988488
547,-0.1636206983866808
548,-0.1956154618745137
549,0.2705927170423926
550,0.2385979535545606
551,0.2066031900667277
552,0.3054303739358618
553,0.2734356104480298
554,0.2414408469601969
555,0.3402680308293309
556,0.3082732673414990
557,0.2762785038536660
558,0.1249584858302009
559,0.0929637223423689
560,0.0609689588545360
561,-0.0568443118643550
562,-0.0627050715858016
563,-0.0685658313072490
564,-0.0680362092715678
565,-0.1000309727594007
566,-0.1320257362472336
567,-0.0994133534948745
568,-0.2451993600159474
569,-0.3909853665370211
570,-0.0746564535355997
571,-0.2204424600566725
572,-0.3662284665777463
573,-0.0498995535763249
574,-0.1956855600973977
575,-0.3414715666184714
576,0.3287915893976932
577,0.1830055828766202
578,0.0372195763555466
579,0.3535484893569679
580,0.2077624828358950
581,0.0619764763148213
582,0.3783053893162428
583,0.2325193827951699
584,0.0867333762740962
585,0.2050018696033062
586,0.0592158630822334
587,-0.0865701434388403
588,-0.2043834141577314
589,-0.2203249308133723
590,-0.2362664474690142
591,-0.0081543393668513
592,-0.1539403458879250
593,-0.2997263524089988
594,0.2869269677967975
595,0.2549322043089647
596,0.2229374408211322
597,0.2511993261509060
598,0.2192045626630732
599,0.1872097991752407
600,0.2154716845050146
601,0.1834769210171817
602,0.1514821575293492
603,0.7588209335249780
604,0.7268261700371454
605,0.6948314065493126
606,0.7230932918790867
607,0.6910985283912542
608,0.6591037649034213
609,0.6873656502331950
610,0.6553708867453626
611,0.6233761232575297
612,0.6131867023127853
613,0.5811919388249529
614,0.5491971753371200
615,0.4313839046182297
616,0.3549578463574220
617,0.2785317880966138
618,0.2790614101322942
619,0.2470666466444619
620,0.2150718831566290
621,0.5084389550150419
622,0.4423068186172368
623,0.3761746822194321
624,0.4727113133691504
625,0.4065791769713453
626,0.3404470405735406
627,0.4369836717232589
628,0.3708515353254538
629,0.3047193989276491
630,1.0677109664144466
631,1.0015788300166419
632,0.9354466936188368
633,1.0319833247685550
634,0.9658511883707503
635,0.8997190519729452
636,0.9962556831226637
637,0.9301235467248590
638,0.8639914103270538
639,0.8783877123666421
640,0.8122555759688375
641,0.7461234395710322
642,0.6283101688521421
643,0.5518841105913342
644,0.4754580523305262
645,0.5442624201861510
646,0.4781302837883463
647,0.4119981473905412
648,0.1021955465808631
649,-0.0208322113335625
650,-0.1438599692479876
651,0.1168716896059435
652,-0.0061560683084821
653,-0.1291838262229072
654,0.1315478326310239
655,0.0085200747165984
656,-0.1145076831978267
657,0.6614675579802676
658,0.5384398000658424
659,0.4154120421514168
660,0.6761437010053480
661,0.5531159430909228
662,0.4300881851764974
663,0.6908198440304285
664,0.5677920861160033
665,0.4447643282015777
666,0.4721443039324630
